ID	DOCULECT	CLUSTERFORMAT	CLUSTERID	CONCEPT	IPA	METAGLOSS	MORPHEMES	OB_ATTESTED	OLD_BURMESE	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS	CONCEPTID	CONCEPT_VARIANTS	FORM_VARIANTS	HOMOPHONES	ID_BACK	CHECK	COGID
3684	Xiandao	5	717	to put in	xat⁵⁵	to put	x a t ⁵⁵	?	?	put in (salt) v.	xat⁵⁵  | 1315.29	Achang (Xiandao) TBL	5	CVcT	x a t ⁵⁵	433			to put in // to pack	3931	-	871
3685	Achang_Lianghe	12	718	to put on	ut³¹	to put	u t ³¹	?	?	put on / wear 1	ut³¹  | 109	Achang (Lianghe) JZ-Achang	12	VcT	u t ³¹	434				3957	-	872
3686	Achang_Longchuan	1	724	to put on	muk³⁵	to put	m u k ³⁵	?	?	put (soil) on v.	muk³⁵  | 1331.28	Achang (Longchuan) TBL	1	CVcT	m u k ³⁵	434				3918	-	882
3687	Achang_Longchuan	9	728	to put on	soŋ³¹	to put	s o ŋ ³¹	?	?	put on (another layer of cloth v.	soŋ³¹  | 1665.28	Achang (Longchuan) TBL	9	CVcT	s o ŋ ³¹	434				3952	-	889
3688	Achang_Longchuan	12	718	to put on	xot⁵⁵	to put	x o t ⁵⁵	?	?	put on / wear 1	xot⁵⁵  | 1212.28	Achang (Longchuan) TBL	12	CVcT	x o t ⁵⁵	434				3958	-	872
3689	Achang_Longchuan_B	12	718	to put on	xut⁵⁵	to put	x u t ⁵⁵	?	?	put on / wear 1	xut⁵⁵  | 646.41	Achang (Longchuan) ZMYYC	12	CVcT	x u t ⁵⁵	434				3959	-	872
3690	Achang_Luxi	12	718	to put on	ut³¹	to put	u t ³¹	?	?	put on / wear 1	ut³¹  | 109	Achang (Luxi) JZ-Achang	12	VcT	u t ³¹	434				3960	-	872
3691	Atsi	3	722	to put on	ŋo̱p⁵⁵	to put	ŋ o̱ p ⁵⁵	?	?	put (soil) on v.	ŋo̱p⁵⁵  | 1331.30	Atsi [Zaiwa] TBL	3	CVcT	ŋ o̱ p ⁵⁵	434			to hide // to put on	3920	-	879
3692	Atsi	10	734	to put on	thau⁵⁵	to put	tʰ a u ⁵⁵	?	?	put on (another layer of cloth v.	thau⁵⁵  | 1665.30	Atsi [Zaiwa] TBL	10	CVT	th au ⁵⁵	434				3954	-	897
3693	Atsi	11	720	to put on	tsu̱ŋ²¹	to put	ts u̱ ŋ ²¹	?	?	put on / wear 2	tsu̱ŋ²¹  | 1212.30	Atsi [Zaiwa] TBL	11	CVcT	ts u̱ ŋ ²¹	434				3965	-	876
3694	Atsi_B	12	718	to put on	vut²¹	to put	v u t ²¹	?	?	put on / wear 1	vut²¹  | 646.42	Atsi [Zaiwa] ZMYYC	12	CVcT	v u t ²¹	434				3962	-	872
3695	Bola	1	724	to put on	mauʔ³¹	to put	m a u ʔ ³¹	?	?	put (soil) on v.	mauʔ³¹  | 1331.32	Bola (Luxi) TBL	1	CVcT	m au ʔ ³¹	434				3921	-	882
3696	Bola	11	720	to put on	tsa̱uŋ³⁵	to put	ts a̱ u ŋ ³⁵	?	?	put on (another layer of cloth v.	tsa̱uŋ³⁵  | 1665.32	Bola (Luxi) TBL	11	CVcT	ts a̱u ŋ ³⁵	434				3955	-	876
3697	Bola	11	720	to put on	tsa̱uŋ³⁵	to put	ts a̱ u ŋ ³⁵	?	?	put on / wear 2	tsa̱uŋ³⁵  | 1212.32	Bola (Luxi) TBL	11	CVcT	ts a̱u ŋ ³⁵	434				3966	-	876
3698	Burmese_ZMYYC	12	718	to put on	vat	to put	w ɑ t	?	vat	put on / wear 1	wɑt  | 646.39	Burmese (Written) ZMYYC	12	CVc	v a t	434				3963	-	872
3699	Lashi	3	722	to put on	ŋu̱ːp⁵⁵	to put	ŋ u̱ː p ⁵⁵	?	?	put (soil) on v.	ŋu̱ːp⁵⁵  | 1331.33	Leqi (Luxi) TBL	3	CVcT	ŋ u̱ː p ⁵⁵	434				3923	-	879
3700	Lashi	11	720	to put on	tsu̱ːŋ⁵⁵	to put	ts u̱ː ŋ ⁵⁵	?	?	put on / wear 2	tsu̱ːŋ⁵⁵  | 1212.33	Leqi (Luxi) TBL	11	CVcT	ts u̱ː ŋ ⁵⁵	434				3968	-	876
3701	Maru	3	722	to put on	ŋø̱ʔ⁵⁵	to put	ŋ ø̱ ʔ ⁵⁵	?	?	put (soil) on v.	ŋø̱ʔ⁵⁵  | 1331.31	Langsu (Luxi) TBL	3	CVcT	ŋ ø̱ ʔ ⁵⁵	434				3922	-	879
3702	Maru	12	718	to put on	vɛʔ³¹	to put	v ɛ ʔ ³¹	?	?	put on (another layer of cloth v.	vɛʔ³¹  | 1665.31	Langsu (Luxi) TBL	12	CVcT	v ɛ ʔ ³¹	434			to pull over oneself // to put on	3956	-	872
3703	Maru	11	720	to put on	tsa̱uŋ³⁵	to put	ts a̱ u ŋ ³⁵	?	?	put on / wear 2	tsa̱uŋ³⁵  | 1212.31	Langsu (Luxi) TBL	11	CVcT	ts a̱u ŋ ³⁵	434				3967	-	876
3704	Maru_B	12	718	to put on	vɛʔ³¹	to put	v ɛ ʔ ³¹	?	?	put on / wear 1	vɛʔ³¹  | 646.43	Maru [Langsu] ZMYYC	12	CVcT	v ɛ ʔ ³¹	434				3964	-	872
3705	Xiandao	2	731	to put on	m̥um³¹	to put	m̥ u m ³¹	?	?	put (soil) on v.	m̥um³¹  | 1331.29	Achang (Xiandao) TBL	2	CVcT	m̥ u m ³¹	434				3919	-	894
3706	Xiandao	9	728	to put on	suŋ³¹	to put	s u ŋ ³¹	?	?	put on (another layer of cloth v.	suŋ³¹  | 1665.29	Achang (Xiandao) TBL	9	CVcT	s u ŋ ³¹	434				3953	-	889
3707	Xiandao	12	718	to put on	ut⁵⁵	to put	u t ⁵⁵	?	?	put on / wear 1	ut⁵⁵  | 1212.29	Achang (Xiandao) TBL	12	VcT	u t ⁵⁵	434				3961	-	872
3708	Achang_Longchuan	13	736	to put one's hand on	kuat³⁵	to put	k u a t ³⁵	?	?	put one's hand on (sthg.) for v.	kuat³⁵  | 1327.28	Achang (Longchuan) TBL	13	CVcT	k ua t ³⁵	435				3969	-	899
3709	Atsi	25	730	to put one's hand on	tsui²¹	to put	ts u i ²¹	?	?	put one's hand on (sthg.) for v.	tsui²¹  | 1327.30	Atsi [Zaiwa] TBL	25	CVT	ts ui ²¹	435			to bear // to hold // to put one's hand on	3971	-	893
3710	Bola	15 16	735	to put one's hand on	tui³¹kja³⁵	to put	t u i ³¹ + k j a ³⁵	?	?	put one's hand on (sthg.) for v.	tui³¹ kja³⁵  | 1327.32	Bola (Luxi) TBL	15 16	CVTCCVT	t ui ³¹ ◦ k j a ³⁵	435				3972	-	898
3711	Lashi	17 0 0	721	to put one's hand on	ŋɛ̱ː³³	to put	ŋ ɛ̱ː ³³	?	?	put one's hand on (sthg.) for v.	ŋɛ̱ː³³  | 1327.33	Leqi (Luxi) TBL	17	CVT	ŋ ɛ̱ː ³³	435				3974	-	877
3712	Maru	25	730	to put one's hand on	tsɔi³⁵	to put	ts ɔ i ³⁵	?	?	put one's hand on (sthg.) for v.	tsɔi³⁵  | 1327.31	Langsu (Luxi) TBL	25	CVT	ts ɔi ³⁵	435			to hold // to put one's hand on	3973	-	893
3713	Xiandao	14	726	to put one's hand on	ʂap⁵⁵	to put	ʂ a p ⁵⁵	?	?	put one's hand on (sthg.) for v.	ʂap⁵⁵  | 1327.29	Achang (Xiandao) TBL	14	CVcT	ʂ a p ⁵⁵	435			to put one's hand on // to split	3970	-	886
3714	Achang_Longchuan	18	729	to put out to pasture	phuaŋ³¹	to put	pʰ u a ŋ ³¹	?	?	put out to pasture v.	phuaŋ³¹  | 1316.28	Achang (Longchuan) TBL	18	CVcT	ph ua ŋ ³¹	436				3975	-	890
3715	Atsi	17 19 20	721	to put out to pasture	no²¹mjaŋ²¹tsuŋ⁵⁵	to put	n o ²¹ + m j a ŋ ²¹ + ts u ŋ ⁵⁵	?	?	put out to pasture v.	no²¹ mjaŋ²¹ tsuŋ⁵⁵  | 1316.30	Atsi [Zaiwa] TBL	17 19 20	CVTCCVcTCVcT	n o ²¹ ◦ m j a ŋ ²¹ ◦ ts u ŋ ⁵⁵	436				3977	-	878
3716	Bola	23	725	to put out to pasture	kɛ̱ʔ⁵⁵	to put	k ɛ̱ ʔ ⁵⁵	?	?	put out to pasture v.	kɛ̱ʔ⁵⁵  | 1316.32	Bola (Luxi) TBL	23	CVcT	k ɛ̱ ʔ ⁵⁵	436			to put in // to pack // to put out to pasture	3978	-	884
3717	Lashi	0 0 20	721	to put out to pasture	tsuːŋ⁵⁵	to put	ts uː ŋ ⁵⁵	?	?	put out to pasture v.	tsuːŋ⁵⁵  | 1316.33	Leqi (Luxi) TBL	20	CVcT	ts uː ŋ ⁵⁵	436				3980	-	878
3718	Maru	0 0 20	721	to put out to pasture	tsauŋ⁵⁵	to put	ts a u ŋ ⁵⁵	?	?	put out to pasture v.	tsauŋ⁵⁵  | 1316.31	Langsu (Luxi) TBL	20	CVcT	ts au ŋ ⁵⁵	436				3979	-	878
3719	Xiandao	18	729	to put out to pasture	phɔŋ³¹	to put	pʰ ɔ ŋ ³¹	?	?	put out to pasture v.	phɔŋ³¹  | 1316.29	Achang (Xiandao) TBL	18	CVcT	ph ɔ ŋ ³¹	436				3976	-	890
3720	Hpun	24	727	to put to sleep	kwám	to put	k w á m	?	?	sleep, put to (<ShanÖ)	kwám  | 723	Hpun (Northern) EJAH-Hpun	24	CCVc	k w á m	437				3981	-	888
3721	Maru_C	2	783	to put to sleep	ʃap⁵⁵	to sleep	ʃ a p ⁵⁵	?	?	sleep (put to) caus.	ʃap⁵⁵  | 1.16	Maru [Langsu] DQ-Langsu	2	CVcT	ʃ a p ⁵⁵	437				4164	-	955
3722	Achang_Lianghe	0 1 0 0 2	368	to rain	mɑu³¹wɑ⁵⁵	the rain	m ɑ u ³¹ + w ɑ ⁵⁵	?	?	rain	mɑu³¹ wɑ⁵⁵  | T.26	Achang (Lianghe) JZ-Achang	1 2	CVTCVT	m ɑu ³¹ ◦ w ɑ ⁵⁵	438	rain // rain v			2160	-	380
3723	Achang_Lianghe	0 1 0 0 2	368	to rain	mɑu³¹wɑ⁵⁵	the rain	m ɑ u ³¹ + w ɑ ⁵⁵	?	?	rain v	mɑu³¹ wɑ⁵⁵  | T.26	Achang (Lianghe) JZ-Achang	1 2	CVTCVT	m ɑu ³¹ ◦ w ɑ ⁵⁵	438	rain // rain v			2172	-	380
3724	Achang_Lianghe	0 1 0 0 4	737	to rain	mɑu³¹wɑ⁵⁵	to rain	m ɑ u ³¹ + w ɑ ⁵⁵	?	?	rain	mɑu³¹ wɑ⁵⁵  | T.26	Achang (Lianghe) JZ-Achang	1 4	CVTCVT	m ɑu ³¹ ◦ w ɑ ⁵⁵	438	rain // rain v			3989	-	900
3725	Achang_Lianghe	0 1 0 0 4	737	to rain	mɑu³¹wɑ⁵⁵	to rain	m ɑ u ³¹ + w ɑ ⁵⁵	?	?	rain v	mɑu³¹ wɑ⁵⁵  | T.26	Achang (Lianghe) JZ-Achang	1 4	CVTCVT	m ɑu ³¹ ◦ w ɑ ⁵⁵	438	rain // rain v			4001	-	900
3726	Achang_Longchuan	0 1 0 0 2	368	to rain	mau³¹ʐo⁵⁵	the rain	m a u ³¹ + ʐ o ⁵⁵	?	?	rain n	mau³¹ ʐo⁵⁵  | 0010.28	Achang (Longchuan) TBL	1 2	CVTCVT	m au ³¹ ◦ ʐ o ⁵⁵	438				2167	-	380
3727	Achang_Longchuan_B	0 1 0 0 2	368	to rain	mau³¹ʐo⁵⁵	the rain	m a u ³¹ + ʐ o ⁵⁵	?	?	rain	mau³¹ ʐo⁵⁵  | 8.41	Achang (Longchuan) ZMYYC	1 2	CVTCVT	m au ³¹ ◦ ʐ o ⁵⁵	438				2161	-	380
3728	Achang_Longchuan_B	0 1 0 0 2	368	to rain	mau³¹ʐo⁵⁵	the rain	m a u ³¹ + ʐ o ⁵⁵	?	?	rain v	mau³¹ ʐo⁵⁵  | 750.41	Achang (Longchuan) ZMYYC	1 2	CVTCVT	m au ³¹ ◦ ʐ o ⁵⁵	438				2173	-	380
3729	Achang_Luxi	0 1 0 0 2	368	to rain	mau⁵¹wa³¹	the rain	m a u ⁵¹ + w a ³¹	?	?	rain	mau⁵¹ wa³¹  | 0647.30	Achang (Luxi) JZ-Achang	1 2	CVTCVT	m au ⁵¹ ◦ w a ³¹	438	rain // rain v			2162	-	380
3730	Achang_Luxi	0 1 0 0 2	368	to rain	mau⁵¹wa³¹	the rain	m a u ⁵¹ + w a ³¹	?	?	rain v	mau⁵¹ wa³¹  | 0647.30	Achang (Luxi) JZ-Achang	1 2	CVTCVT	m au ⁵¹ ◦ w a ³¹	438	rain // rain v			2174	-	380
3731	Achang_Luxi	0 1 0 0 4	737	to rain	mau⁵¹wa³¹	to rain	m a u ⁵¹ + w a ³¹	?	?	rain	mau⁵¹ wa³¹  | 0647.30	Achang (Luxi) JZ-Achang	1 4	CVTCVT	m au ⁵¹ ◦ w a ³¹	438	rain // rain v			3991	-	900
3732	Achang_Luxi	0 1 0 0 4	737	to rain	mau⁵¹wa³¹	to rain	m a u ⁵¹ + w a ³¹	?	?	rain v	mau⁵¹ wa³¹  | 0647.30	Achang (Luxi) JZ-Achang	1 4	CVTCVT	m au ⁵¹ ◦ w a ³¹	438	rain // rain v			4003	-	900
3733	Atsi	25	369	to rain	mau²¹	the rain	m a u ²¹	?	?	rain n	mau²¹  | 0010.30	Atsi [Zaiwa] TBL	25	CVT	m au ²¹	438			to rain // the place	2169	-	381
3734	Atsi_B	0 1 0 0 0	368	to rain	mau²¹	the rain	m a u ²¹	?	?	rain	mau²¹  | 8.42	Atsi [Zaiwa] ZMYYC	1	CVT	m au ²¹	438				2163	-	380
3735	Atsi_B	0 0 0 0 2	368	to rain	vo⁵¹	the rain	v o ⁵¹	?	?	rain v	vo⁵¹  | 750.42	Atsi [Zaiwa] ZMYYC	2	CVT	v o ⁵¹	438				2176	-	380
3736	Atsi_D	0 0 0 0 2	368	to rain	--wɔ²	the rain	w ɔ ²	?	?	rain v	--wɔ²  | S.7	Atsi [Zaiwa] GHL-PPB	2	CVT	w ɔ ²	438				2175	-	380
3737	Bola	0 1 0 0 2	368	to rain	mau³¹ɣɔ⁵⁵	the rain	m a u ³¹ + ɣ ɔ ⁵⁵	?	?	rain n	mau³¹ ɣɔ⁵⁵  | 0010.32	Bola (Luxi) TBL	1 2	CVTCVT	m au ³¹ ◦ ɣ ɔ ⁵⁵	438				2170	-	380
3738	Burmese_ZMYYC	0 1 0 0 0	368	to rain	muiḥ	the rain	m o ³	?	muiwḥ	rain	mo³  | 8.39	Burmese (Written) ZMYYC	1	CVT	m ui ḥ	438			to rain // the sky	2164	-	380
3739	Burmese_ZMYYC	0 0 0 0 2	368	to rain	rvā	the rain	r w ɑ ²	?	rvā	rain v	rwɑ²  | 750.39	Burmese (Written) ZMYYC	2	CCV	r v ā	438			to rain // the village	2177	-	380
3740	Hpun	5 1 0 0 2	368	to rain	tămùwáʔ	the rain	t ă + m ù + w á ʔ	?	?	rain (v.) (cp. Sky)	tămù wáʔ  | E.5	Hpun (Northern) EJAH-Hpun	5 1 2	CVCVCVc	t ă ◦ m ù ◦ w á ʔ	438				2166	-	380
3741	Hpun_B	0 0 0 0 2	368	to rain	--wɑh¹	the rain	w ɑ h ¹	?	?	rain v	--wɑh¹  | S.7	Hpun (Metjo) GHL-PPB	2	CVcT	w ɑ h ¹	438				2178	-	380
3742	Lashi	0 1 0 0 2	368	to rain	mou³³wɔ³¹	the rain	m o u ³³ + w ɔ ³¹	?	?	rain v	mou³³ wɔ³¹  | 0010.33	Leqi (Luxi) TBL	1 2	CVTCVT	m ou ³³ ◦ w ɔ ³¹	438				2180	-	380
3743	Lashi_C	0 0 0 0 2	368	to rain	vwɔ⁴	the rain	v w ɔ ⁴	?	?	rain v	vwɔ⁴  | S.7	Lashi (Lachhe') GHL-PPB	2	CCVT	v w ɔ ⁴	438				2179	-	380
3744	Maru	0 1 0 0 0	368	to rain	muk⁵⁵	the rain	m u k ⁵⁵	?	?	rain n	muk⁵⁵  | 0010.31	Langsu (Luxi) TBL	1	CVcT	m u k ⁵⁵	438			to rain // the sky	2171	-	380
3745	Maru_B	0 1 0 0 0	368	to rain	muk⁵⁵	the rain	m u k ⁵⁵	?	?	rain	muk⁵⁵  | 8.43	Maru [Langsu] ZMYYC	1	CVcT	m u k ⁵⁵	438				2165	-	380
3746	Maru_B	0 0 0 0 2	368	to rain	vu³¹	the rain	v u ³¹	?	?	rain v	(muk⁵⁵ )vu³¹  | 750.43	Maru [Langsu] ZMYYC	2	CVT	v u ³¹	438		vu³¹ // muk⁵⁵vu³¹		2181	-	380
3747	Xiandao	0 1 0 0 2	368	to rain	mau³¹ʐo⁵⁵	the rain	m a u ³¹ + ʐ o ⁵⁵	?	?	rain n	mau³¹ ʐo⁵⁵  | 0010.29	Achang (Xiandao) TBL	1 2	CVTCVT	m au ³¹ ◦ ʐ o ⁵⁵	438				2168	-	380
3748	Achang_Longchuan	1	852	to rease	sut⁵⁵	to wipe	s u t ⁵⁵	?	?	wipe away / erase	sut⁵⁵  | 1164.28	Achang (Longchuan) TBL	1	CVcT	s u t ⁵⁵	439			to wipe // to rease	4534	-	1046
3749	Atsi	1	852	to rease	sut⁵⁵	to wipe	s u t ⁵⁵	?	?	wipe away / erase	sut⁵⁵  | 1164.30	Atsi [Zaiwa] TBL	1	CVcT	s u t ⁵⁵	439			to wipe // to rease	4536	-	1046
3750	Bola	1	852	to rease	sɔt⁵⁵	to wipe	s ɔ t ⁵⁵	?	?	wipe away / erase	sɔt⁵⁵  | 1164.32	Bola (Luxi) TBL	1	CVcT	s ɔ t ⁵⁵	439			to scratch // to wipe // to rease	4537	-	1046
3751	Maru	2 3	853	to rease	la̱u³¹phjɔʔ⁵⁵	to wipe	l a̱ u ³¹ + pʰ j ɔ ʔ ⁵⁵	?	?	wipe away / erase	la̱u³¹ phjɔʔ⁵⁵  | 1164.31	Langsu (Luxi) TBL	2 3	CVTCCVcT	l a̱u ³¹ ◦ ph j ɔ ʔ ⁵⁵	439				4538	-	1048
3752	Xiandao	1	852	to rease	sut⁵⁵	to wipe	s u t ⁵⁵	?	?	wipe away / erase	sut⁵⁵  | 1164.29	Achang (Xiandao) TBL	1	CVcT	s u t ⁵⁵	439			to wipe // to rease	4535	-	1046
3753	Achang_Lianghe	1	680	to reside	nɑi⁵⁵	to live	n ɑ i ⁵⁵	?	?	dwell / live	nɑi⁵⁵  | 747	Achang (Lianghe) JZ-Achang	1	CVT	n ɑi ⁵⁵	440	dwell / live // sit		to reside // to sit	3801	-	814
3754	Achang_Longchuan	1	680	to reside	ȵɔʔ⁵⁵	to live	ȵ ɔ ʔ ⁵⁵	?	?	live / reside v.	ȵɔʔ⁵⁵  | 1452.28	Achang (Longchuan) TBL	1	CVcT	ȵ ɔ ʔ ⁵⁵	440				3806	-	814
3755	Achang_Luxi	5	682	to reside	mjaʔ³¹	to live	m j a ʔ ³¹	?	?	dwell / live	mjaʔ³¹  | 105	Achang (Luxi) JZ-Achang	5	CCVcT	m j a ʔ ³¹	440			the medicine // to reside	3802	-	817
3756	Atsi	1	680	to reside	ŋji⁵¹	to live	ŋ j i ⁵¹	?	?	live / reside v.	ŋji⁵¹  | 1452.30	Atsi [Zaiwa] TBL	1	CCVT	ŋ j i ⁵¹	440				3808	-	814
3757	Atsi_B	1	680	to reside	ŋji⁵¹	to live	ŋ j i ⁵¹	?	?	dwell / live	ŋji⁵¹  | 580.42	Atsi [Zaiwa] ZMYYC	1	CCVT	ŋ j i ⁵¹	440				3803	-	814
3758	Bola	1	680	to reside	ŋji⁵⁵	to live	ŋ j i ⁵⁵	?	?	live / reside v.	ŋji⁵⁵  | 1452.32	Bola (Luxi) TBL	1	CCVT	ŋ j i ⁵⁵	440				3809	-	814
3759	Burmese_ZMYYC	1	680	to reside	ne	to live	n e ²	?	niy	dwell / live	ne²  | 580.39	Burmese (Written) ZMYYC	1	CV	n e	440			the sun // to reside	3804	-	814
3760	Lashi	0 2 0 0	681	to reside	luːŋ⁵⁵	to live	l uː ŋ ⁵⁵	?	?	live / reside v.	luːŋ⁵⁵  | 1452.33	Leqi (Luxi) TBL	2	CVcT	l uː ŋ ⁵⁵	440				3811	-	816
3761	Maru	1	680	to reside	na³¹	to live	n a ³¹	?	?	live / reside v.	na³¹  | 1452.31	Langsu (Luxi) TBL	1	CVT	n a ³¹	440				3810	-	814
3762	Maru_B	1	680	to reside	na³¹	to live	n a ³¹	?	?	dwell / live	na³¹  | 580.43	Maru [Langsu] ZMYYC	1	CVT	n a ³¹	440				3805	-	814
3763	Xiandao	1	680	to reside	nai⁵⁵	to live	n a i ⁵⁵	?	?	live / reside v.	nai⁵⁵  | 1452.29	Achang (Xiandao) TBL	1	CVT	n ai ⁵⁵	440			to reside // to sit down	3807	-	814
3764	Atsi_B	6 7	162	to rub	tun²¹	the animal	t u n ²¹ + ʃ u m ⁵⁵	?	?	rub (to soften animal skin)	tun²¹; ʃum⁵⁵  | 643.42	Atsi [Zaiwa] ZMYYC	6 7	CVcTCVcT	t u n ²¹	441		tun²¹ // ʃum⁵⁵		851	-	86
3765	Burmese_ZMYYC	8 9	163	to rub	kyak nay	the animal	k j ɑ + k n ɑ j ²	?	kyak nay	rub (to soften animal skin)	kjɑk nɑj²  | 643.39	Burmese (Written) ZMYYC	8 9	CCVc_CVc	k y a k ◦ n a y	441				852	-	87
3766	Maru_B	6 7	162	to rub	tum³⁵ʃam⁵⁵	the animal	t u m ³⁵ + ʃ a m ⁵⁵	?	?	rub (to soften animal skin)	tum³⁵ ʃam⁵⁵  | 643.43	Maru [Langsu] ZMYYC	6 7	CVcTCVcT	t u m ³⁵ ◦ ʃ a m ⁵⁵	441				853	-	86
3767	Achang_Lianghe	3	744	to run	pɑi³¹	to run	p ɑ i ³¹	?	?	run	pɑi³¹  | 0432.26	Achang (Lianghe) JZ-Achang	3	CVT	p ɑi ³¹	442				4020	-	909
3768	Achang_Longchuan	1	740	to run	pi³¹	to run	p i ³¹	?	?	escape / run away v.	pi³¹  | 1663.28	Achang (Longchuan) TBL	1	CVT	p i ³¹	442				4014	-	905
3769	Achang_Longchuan	1	740	to run	pi³¹	to run	p i ³¹	?	?	run v.	pi³¹  | 1544.28	Achang (Longchuan) TBL	1	CVT	p i ³¹	442				4027	-	905
3770	Achang_Longchuan_B	1	740	to run	pi³¹	to run	p i ³¹	?	?	run	pi³¹  | 573.41	Achang (Longchuan) ZMYYC	1	CVT	p i ³¹	442				4021	-	905
3771	Achang_Luxi	1	740	to run	pjau³¹	to run	p j a u ³¹	?	?	run	pjau³¹  | 0884.32	Achang (Luxi) JZ-Achang	1	CCVT	p j au ³¹	442				4022	-	905
3772	Atsi	2	741	to run	phaŋ⁵¹	to run	pʰ a ŋ ⁵¹	?	?	escape / run away v.	phaŋ⁵¹  | 1663.30	Atsi [Zaiwa] TBL	2	CVcT	ph a ŋ ⁵¹	442				4016	-	906
3773	Atsi	4	743	to run	tin⁵¹	to run	t i n ⁵¹	?	?	run v.	tin⁵¹  | 1544.30	Atsi [Zaiwa] TBL	4	CVcT	t i n ⁵¹	442				4029	-	908
3774	Atsi_B	4	743	to run	tin⁵¹	to run	t i n ⁵¹	?	?	run	tin⁵¹  | 573.42	Atsi [Zaiwa] ZMYYC	4	CVcT	t i n ⁵¹	442				4023	-	908
3775	Bola	2	741	to run	phɔ̃⁵⁵	to run	pʰ ɔ̃ ⁵⁵	?	?	escape / run away v.	phɔ̃⁵⁵  | 1663.32	Bola (Luxi) TBL	2	CVVT	ph ɔ̃ ∼ ⁵⁵	442				4017	-	906
3776	Bola	6	742	to run	vəi³⁵	to run	v ə i ³⁵	?	?	run v.	vəi³⁵  | 1544.32	Bola (Luxi) TBL	6	CVT	v əi ³⁵	442				4030	-	907
3777	Burmese_ZMYYC	1	740	to run	preḥ	to run	p r e ³	?	?	run	pre³  | 573.39	Burmese (Written) ZMYYC	1	CCVT	p r e ḥ	442				4024	-	905
3778	Hpun	5	745	to run	twài-ŋ	to run	t w à i ŋ	?	?	run	twài-ŋ  | 50	Hpun (Northern) EJAH-Hpun	5	CCVc	t w ài ŋ	442				4025	-	910
3779	Lashi	2	741	to run	phaːŋ³³	to run	pʰ aː ŋ ³³	?	?	escape / run away v.	phaːŋ³³  | 1663.33	Leqi (Luxi) TBL	2	CVcT	ph aː ŋ ³³	442				4019	-	906
3780	Lashi	7	746	to run	kəː³¹	to run	k əː ³¹	?	?	run v.	kəː³¹  | 1544.33	Leqi (Luxi) TBL	7	CVT	k əː ³¹	442				4032	-	911
3781	Maru	2	741	to run	phɔ̃³¹	to run	pʰ ɔ̃ ³¹	?	?	escape / run away v.	phɔ̃³¹  | 1663.31	Langsu (Luxi) TBL	2	CVVT	ph ɔ̃ ∼ ³¹	442				4018	-	906
3782	Maru	6	742	to run	va⁵⁵	to run	v a ⁵⁵	?	?	run v.	va⁵⁵  | 1544.31	Langsu (Luxi) TBL	6	CVT	v a ⁵⁵	442				4031	-	907
3783	Maru_B	6	742	to run	va⁵⁵	to run	v a ⁵⁵	?	?	run	va⁵⁵  | 573.43	Maru [Langsu] ZMYYC	6	CVT	v a ⁵⁵	442				4026	-	907
3784	Xiandao	1	740	to run	pi³¹	to run	p i ³¹	?	?	escape / run away v.	pi³¹  | 1663.29	Achang (Xiandao) TBL	1	CVT	p i ³¹	442				4015	-	905
3785	Xiandao	1	740	to run	pi³¹	to run	p i ³¹	?	?	run v.	pi³¹  | 1544.29	Achang (Xiandao) TBL	1	CVT	p i ³¹	442				4028	-	905
3786	Achang_Lianghe	1	748	to say	tɕuk⁵⁵	to say	tɕ u k ⁵⁵	?	?	say	tɕuk⁵⁵  | 0350.07	Achang (Lianghe) JZ-Achang	1	CVcT	tɕ u k ⁵⁵	443				4033	-	913
3787	Achang_Longchuan_B	5	752	to say	hʐai⁵⁵	to say	h ʐ a i ⁵⁵	?	?	say / speak	hʐai⁵⁵  | 545.41	Achang (Longchuan) ZMYYC	5	CCVT	h ʐ ai ⁵⁵	443				4037	-	918
3788	Achang_Longchuan_C	2	749	to say	kʐai⁵⁵	to say	kʐ a i ⁵⁵	?	?	say	kʐai⁵⁵  | 1330.29	Achang (Longchuan) JZ-Achang	2	CCVT	k ʐ ai ⁵⁵	443				4034	-	914
3789	Achang_Luxi	3	750	to say	tsɔp³¹	to say	ts ɔ p ³¹	?	?	say	tsɔp³¹  | 1021.06	Achang (Luxi) JZ-Achang	3	CVcT	ts ɔ p ³¹	443				4035	-	916
3790	Atsi_B	4	747	to say	tai²¹	to say	t a i ²¹	?	?	say / speak	tai²¹  | 545.42	Atsi [Zaiwa] ZMYYC	4	CVT	t ai ²¹	443				4038	-	912
3791	Atsi_C	4	747	to say	tai²¹	to say	t a i ²¹	?	?	say	tai²¹  | 545.42	Atsi [Zaiwa] JZ-Zaiwa	4	CVT	t ai ²¹	443				4036	-	912
3792	Burmese_ZMYYC	6	751	to say	pro	to say	p r ɔ ³	?	?	say / speak	prɔ³  | 545.39	Burmese (Written) ZMYYC	6	CCV	p r o	443				4039	-	917
3793	Maru_B	4	747	to say	ta̱⁵⁵	to say	t a̱ ⁵⁵	?	?	say / speak	ta̱⁵⁵  | 545.43	Maru [Langsu] ZMYYC	4	CVT	t a̱ ⁵⁵	443				4040	-	912
