# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	OCOGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGID	ALIGNMENT
413	Norwegian	mouth	56	mʉn	m ʉ n	90	4 7 4	AXN	MYN	6	6.M.C 6.Y.V 6.N.c	2.0 1.5 0.8	0	237	m ʉ n -
#
414	German	name	57	naːmə	n aː m ə	91	4 7 4 7	AXBZ	NAME	4	4.N.C 4.A.V 4.M.C 4.E.V	2.0 1.5 1.75 0.8	0	243	n aː m - ə
415	English	name	57	neɪm	n eɪ m	91	4 7 4	AXN	NEM	3	3.N.C 3.E.V 3.M.c	2.0 1.5 0.8	0	243	n eɪ m - -
416	Danish	name	57	nɑwˀn	n ɑ wˀ n	91	4 7 6 4	AXLN	NAWN	1	1.N.C 1.A.V 1.W.c 1.N.c	2.0 1.5 1.1 0.8	0	242	n ɑ wˀ n
417	Swedish	name	57	namːn	n a mː n	91	4 7 4 4	AXLN	NAMN	7	7.N.C 7.A.V 7.M.c 7.N.c	2.0 1.5 1.1 0.8	0	243	n a mː n -
418	Icelandic	name	57	napn	n a p n	91	4 7 1 4	AXBC	NAPN	5	5.N.C 5.A.V 5.P.C 5.N.C	2.0 1.5 1.75 1.5	0	246	n a p n
419	Dutch	name	57	naːm	n aː m	91	4 7 4	AXN	NAM	2	2.N.C 2.A.V 2.M.c	2.0 1.5 0.8	0	243	n aː m - -
420	Norwegian	name	57	nɑʋn	n ɑ ʋ n	-91	4 7 6 4	AXLN	NAWN	6	6.N.C 6.A.V 6.W.c 6.N.c	2.0 1.5 1.1 0.8	0	242	n ɑ ʋ n
#
750	German	near	103	naːə	n aːə	168	4 7	AX	NA	4	4.N.C 4.A.V	2.0 1.5	0	250	n aːə
751	English	near	103	nɪər	n ɪə r	168	4 7 5	AXN	NIR	3	3.N.C 3.I.V 3.R.c	2.0 1.5 0.8	0	247	n ɪə r -
752	Danish	near	103	nɛˀʁ	n ɛˀ ʁ	168	4 7 5	AXN	NER	1	1.N.C 1.E.V 1.R.c	2.0 1.5 0.8	0	247	n ɛˀ ʁ -
753	Swedish	near	103	nɛːra	n ɛː r a	168	4 7 5 7	AXBZ	NERA	7	7.N.C 7.E.V 7.R.C 7.A.V	2.0 1.5 1.75 0.8	0	247	n ɛː r a
754	Icelandic	near	103	nauː	n auː	168	4 7	AX	NA	5	5.N.C 5.A.V	2.0 1.5	0	250	n auː
755	Dutch	near	103	naːbɛɪ	n aː b ɛɪ	168	4 7 1 7	AXBZ	NAPE	2	2.N.C 2.A.V 2.P.C 2.E.V	2.0 1.5 1.75 0.8	0	248	n aː b ɛɪ
756	Norwegian	near	103	næːɾ	n æː ɾ	168	4 7 5	AXN	NER	6	6.N.C 6.E.V 6.R.c	2.0 1.5 0.8	0	247	n æː ɾ -
757	English	near	103	kləʊs	k l əʊ s	-169	1 5 7 3	ACXN	KLES	3	3.K.C 3.L.C 3.E.V 3.S.c	2.0 1.5 1.5 0.8	0	255	k l əʊ s
758	Dutch	near	103	dɪɣdbɛɪ	d ɪ ɣ d b ɛɪ	167	1 7 3 1 1 7	AXLMBZ	TIGTPE	2	2.T.C 2.I.V 2.G.c 2.T.c 2.P.C 2.E.V	2.0 1.5 1.1 1.1 1.75 0.8	0	254	d ɪ ɣ d b ɛɪ
#
421	German	neck	58	hals	h a l s	92	3 7 5 3	AXLN	HALS	4	4.H.C 4.A.V 4.L.c 4.S.c	2.0 1.5 1.1 0.8	0	256	h a l s
422	English	neck	58	nɛk	n ɛ k	93	4 7 1	AXN	NEK	3	3.N.C 3.E.V 3.K.c	2.0 1.5 0.8	0	258	n ɛ k
423	Danish	neck	58	halˀs	h a lˀ s	92	3 7 5 3	AXLN	HALS	1	1.H.C 1.A.V 1.L.c 1.S.c	2.0 1.5 1.1 0.8	0	256	h a lˀ s
424	Swedish	neck	58	halːs	h a lː s	92	3 7 5 3	AXLN	HALS	7	7.H.C 7.A.V 7.L.c 7.S.c	2.0 1.5 1.1 0.8	0	256	h a lː s
425	Icelandic	neck	58	hauls	h au l s	92	3 7 5 3	AXLN	HALS	5	5.H.C 5.A.V 5.L.c 5.S.c	2.0 1.5 1.1 0.8	0	256	h au l s
426	Dutch	neck	58	hɑls	h ɑ l s	92	3 7 5 3	AXLN	HALS	2	2.H.C 2.A.V 2.L.c 2.S.c	2.0 1.5 1.1 0.8	0	256	h ɑ l s
427	Norwegian	neck	58	hɑls	h ɑ l s	92	3 7 5 3	AXLN	HALS	6	6.H.C 6.A.V 6.L.c 6.S.c	2.0 1.5 1.1 0.8	0	256	h ɑ l s
428	Dutch	neck	58	nɛk	n ɛ k	93	4 7 1	AXN	NEK	2	2.N.C 2.E.V 2.K.c	2.0 1.5 0.8	0	258	n ɛ k
#
429	German	new	59	nɔy	n ɔy	94	4 7	AX	NU	4	4.N.C 4.U.V	2.0 1.5	0	259	n ɔy
430	English	new	59	njuː	n j uː	94	4 6 7	ACX	NJY	3	3.N.C 3.J.C 3.Y.V	2.0 1.5 1.5	0	261	n j uː
431	Danish	new	59	nyˀ	n yˀ	94	4 7	AX	NY	1	1.N.C 1.Y.V	2.0 1.5	0	259	n yˀ
432	Swedish	new	59	nyː	n yː	94	4 7	AX	NY	7	7.N.C 7.Y.V	2.0 1.5	0	259	n yː
433	Icelandic	new	59	niːr	n iː r	94	4 7 5	AXN	NIR	5	5.N.C 5.I.V 5.R.c	2.0 1.5 0.8	0	263	n iː r
434	Dutch	new	59	niːʋ	n iː ʋ	94	4 7 6	AXN	NIW	2	2.N.C 2.I.V 2.W.c	2.0 1.5 0.8	0	260	n iː ʋ
435	Norwegian	new	59	nyː	n yː	94	4 7	AX	NY	6	6.N.C 6.Y.V	2.0 1.5	0	259	n yː
#
436	German	night	60	naxt	n a x t	95	4 7 3 1	AXLN	NAGT	4	4.N.C 4.A.V 4.G.c 4.T.c	2.0 1.5 1.1 0.8	0	264	n a x t
437	English	night	60	naɪt	n aɪ t	95	4 7 1	AXN	NAT	3	3.N.C 3.A.V 3.T.c	2.0 1.5 0.8	0	264	n aɪ - t
438	Danish	night	60	nad	n a d	95	4 7 1	AXN	NAT	1	1.N.C 1.A.V 1.T.c	2.0 1.5 0.8	0	264	n a - d
439	Swedish	night	60	natː	n a tː	95	4 7 1	AXN	NAT	7	7.N.C 7.A.V 7.T.c	2.0 1.5 0.8	0	264	n a - tː
440	Icelandic	night	60	nouʰt	n ouʰ t	95	4 7 1	AXN	NUT	5	5.N.C 5.U.V 5.T.c	2.0 1.5 0.8	0	264	n ouʰ - t
441	Dutch	night	60	nɑxt	n ɑ x t	95	4 7 3 1	AXLN	NAGT	2	2.N.C 2.A.V 2.G.c 2.T.c	2.0 1.5 1.1 0.8	0	264	n ɑ x t
442	Norwegian	night	60	nɑt	n ɑ t	95	4 7 1	AXN	NAT	6	6.N.C 6.A.V 6.T.c	2.0 1.5 0.8	0	264	n ɑ - t
#
443	German	nose	61	naːzə	n aː z ə	97	4 7 3 7	AXBZ	NASE	4	4.N.C 4.A.V 4.S.C 4.E.V	2.0 1.5 1.75 0.8	0	265	n aː z ə
444	English	nose	61	nəʊz	n əʊ z	97	4 7 3	AXN	NES	3	3.N.C 3.E.V 3.S.c	2.0 1.5 0.8	0	265	n əʊ z -
445	Danish	nose	61	nɛːsə	n ɛː s ə	97	4 7 3 7	AXBZ	NESE	1	1.N.C 1.E.V 1.S.C 1.E.V	2.0 1.5 1.75 0.8	0	265	n ɛː s ə
446	Swedish	nose	61	nɛːsa	n ɛː s a	97	4 7 3 7	AXBZ	NESA	7	7.N.C 7.E.V 7.S.C 7.A.V	2.0 1.5 1.75 0.8	0	265	n ɛː s a
447	Icelandic	nose	61	nɛːv	n ɛː v	96	4 7 3	AXN	NEB	5	5.N.C 5.E.V 5.B.c	2.0 1.5 0.8	0	269	n ɛː v
448	Dutch	nose	61	nœːs	n œː s	97	4 7 3	AXN	NUS	2	2.N.C 2.U.V 2.S.c	2.0 1.5 0.8	0	265	n œː s -
449	Norwegian	nose	61	neːsə	n eː s ə	97	4 7 3 7	AXBZ	NESE	6	6.N.C 6.E.V 6.S.C 6.E.V	2.0 1.5 1.75 0.8	0	265	n eː s ə
#
450	German	not	62	nɪxt	n ɪ x t	98	4 7 3 1	AXLN	NIGT	4	4.N.C 4.I.V 4.G.c 4.T.c	2.0 1.5 1.1 0.8	0	271	n ɪ x t
451	English	not	62	nɔt	n ɔ t	98	4 7 1	AXN	NUT	3	3.N.C 3.U.V 3.T.c	2.0 1.5 0.8	0	271	n ɔ - t
452	Danish	not	62	egə	e g ə	99	7 1 7	XBZ	EKE	1	1.E.V 1.K.C 1.E.V	1.5 1.75 0.8	0	270	e g ə
453	Swedish	not	62	ikːe	i kː e	99	7 1 7	XBZ	IKE	7	7.I.V 7.K.C 7.E.V	1.5 1.75 0.8	0	270	i kː e
454	Icelandic	not	62	ɛʰcɪ	ɛʰ c ɪ	99	7 1 7	XBZ	ECI	5	5.E.V 5.C.C 5.I.V	1.5 1.75 0.8	0	270	ɛʰ c ɪ
455	Dutch	not	62	niːt	n iː t	98	4 7 1	AXN	NIT	2	2.N.C 2.I.V 2.T.c	2.0 1.5 0.8	0	271	n iː - t
456	Norwegian	not	62	ikə	i k ə	99	7 1 7	XBZ	IKE	6	6.I.V 6.K.C 6.E.V	1.5 1.75 0.8	0	270	i k ə
#
457	German	one	63	ain	ai n	100	7 4	XN	AN	4	4.A.V 4.N.c	1.5 0.8	0	272	- ai n
458	English	one	63	ʋʌn	ʋ ʌ n	100	6 7 4	AXN	WEN	3	3.W.C 3.E.V 3.N.c	2.0 1.5 0.8	0	272	ʋ ʌ n
459	Danish	one	63	eˀn	eˀ n	100	7 4	XN	EN	1	1.E.V 1.N.c	1.5 0.8	0	272	- eˀ n
460	Swedish	one	63	en	e n	100	7 4	XN	EN	7	7.E.V 7.N.c	1.5 0.8	0	272	- e n
461	Icelandic	one	63	eit͡n	ei t͡n	100	7 1	XN	ET	5	5.E.V 5.T.c	1.5 0.8	0	276	ei t͡n
462	Dutch	one	63	eːn	eː n	100	7 4	XN	EN	2	2.E.V 2.N.c	1.5 0.8	0	272	- eː n
463	Norwegian	one	63	eːn	eː n	100	7 4	XN	EN	6	6.E.V 6.N.c	1.5 0.8	0	272	- eː n
#
464	German	person	64	mɛnʃ	m ɛ n ʃ	101	4 7 4 3	AXLN	MENS	4	4.M.C 4.E.V 4.N.c 4.S.c	2.0 1.5 1.1 0.8	0	278	m ɛ n ʃ
465	English	person	64	mæn	m æ n	101	4 7 4	AXN	MEN	3	3.M.C 3.E.V 3.N.c	2.0 1.5 0.8	1	278	m æ n -
466	Danish	person	64	mɛnəsgə	m ɛ n ə s g ə	101	4 7 4 7 3 1 7	AXBYMBZ	MENESKE	1	1.M.C 1.E.V 1.N.C 1.E.V 1.S.c 1.K.C 1.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	277	m ɛ n ə s g ə
467	Swedish	person	64	mɛniʃa	m ɛ n i ʃ a	101	4 7 4 7 3 7	AXBYBZ	MENISA	7	7.M.C 7.E.V 7.N.C 7.I.V 7.S.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	277	m ɛ n i ʃ - a
468	Icelandic	person	64	maːðʏr	m aː ð ʏ r	101	4 7 3 7 5	AXBYN	MADYR	5	5.M.C 5.A.V 5.D.C 5.Y.V 5.R.c	2.0 1.5 1.75 1.3 0.8	1	281	m aː ð ʏ r
469	Dutch	person	64	mɛns	m ɛ n s	101	4 7 4 3	AXLN	MENS	2	2.M.C 2.E.V 2.N.c 2.S.c	2.0 1.5 1.1 0.8	0	278	m ɛ n s
470	Norwegian	person	64	menəskə	m e n ə s k ə	101	4 7 4 7 3 1 7	AXBYMBZ	MENESKE	6	6.M.C 6.E.V 6.N.C 6.E.V 6.S.c 6.K.C 6.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	277	m e n ə s k ə
#
471	German	rain (V)	65	reːɡən	r eː ɡ ə n	102	5 7 1 7 4	AXBYN	REKEN	4	4.R.C 4.E.V 4.K.C 4.E.V 4.N.c	2.0 1.5 1.75 1.3 0.8	0	285	r eː ɡ ə n
472	English	rain (V)	65	reɪn	r eɪ n	102	5 7 4	AXN	REN	3	3.R.C 3.E.V 3.N.c	2.0 1.5 0.8	0	284	r eɪ - n
473	Danish	rain (V)	65	ʁɑjˀn	ʁ ɑ jˀ n	102	5 7 6 4	AXLN	RAJN	1	1.R.C 1.A.V 1.J.c 1.N.c	2.0 1.5 1.1 0.8	0	282	ʁ ɑ jˀ n -
474	Swedish	rain (V)	65	reŋːn	r e ŋː n	102	5 7 4 4	AXLN	RENN	7	7.R.C 7.E.V 7.N.c 7.N.c	2.0 1.5 1.1 0.8	0	284	r e ŋː n
475	Icelandic	rain (V)	65	rɛkn	r ɛ k n	102	5 7 1 4	AXBC	REKN	5	5.R.C 5.E.V 5.K.C 5.N.C	2.0 1.5 1.75 1.5	0	285	r ɛ k - n
476	Dutch	rain (V)	65	reːɣə	r eː ɣ ə	102	5 7 3 7	AXBZ	REGE	2	2.R.C 2.E.V 2.G.C 2.E.V	2.0 1.5 1.75 0.8	0	283	r eː ɣ ə
477	Norwegian	rain (V)	65	ɾæjnə	ɾ æ j n ə	102	5 7 6 4 7	AXMBZ	REJNE	6	6.R.C 6.E.V 6.J.c 6.N.C 6.E.V	2.0 1.5 1.1 1.75 0.8	0	282	ɾ æ j n ə
#
478	German	red	66	roːt	r oː t	103	5 7 1	AXN	RUT	4	4.R.C 4.U.V 4.T.c	2.0 1.5 0.8	0	286	r oː t
479	English	red	66	rɛd	r ɛ d	103	5 7 1	AXN	RET	3	3.R.C 3.E.V 3.T.c	2.0 1.5 0.8	0	286	r ɛ d
480	Danish	red	66	ʁœðˀ	ʁ œ ðˀ	103	5 7 3	AXN	RUD	1	1.R.C 1.U.V 1.D.c	2.0 1.5 0.8	0	286	ʁ œ ðˀ
481	Swedish	red	66	røːd	r øː d	103	5 7 1	AXN	RUT	7	7.R.C 7.U.V 7.T.c	2.0 1.5 0.8	0	286	r øː d
482	Icelandic	red	66	røyːðʏr	r øyː ð ʏ r	103	5 7 3 7 5	AXBYN	RUDYR	5	5.R.C 5.U.V 5.D.C 5.Y.V 5.R.c	2.0 1.5 1.75 1.3 0.8	0	290	r øyː ð ʏ r
483	Dutch	red	66	roːt	r oː t	103	5 7 1	AXN	RUT	2	2.R.C 2.U.V 2.T.c	2.0 1.5 0.8	0	286	r oː t
#
484	German	road	67	veːk	v eː k	104	3 7 1	AXN	BEK	4	4.B.C 4.E.V 4.K.c	2.0 1.5 0.8	0	294	v eː k
485	English	road	67	rəʊd	r əʊ d	105	5 7 1	AXN	RET	3	3.R.C 3.E.V 3.T.c	2.0 1.5 0.8	0	293	r əʊ d
486	Danish	road	67	vɑjˀ	v ɑ jˀ	104	3 7 6	AXN	BAJ	1	1.B.C 1.A.V 1.J.c	2.0 1.5 0.8	0	291	v ɑ jˀ
487	Swedish	road	67	vɛːg	v ɛː g	104	3 7 1	AXN	BEK	7	7.B.C 7.E.V 7.K.c	2.0 1.5 0.8	0	294	v ɛː g
488	Icelandic	road	67	vekʏr	v e k ʏ r	104	3 7 1 7 5	AXBYN	BEKYR	5	5.B.C 5.E.V 5.K.C 5.Y.V 5.R.c	2.0 1.5 1.75 1.3 0.8	0	295	v e k ʏ r
489	Dutch	road	67	ʋɛx	ʋ ɛ x	104	6 7 3	AXN	WEG	2	2.W.C 2.E.V 2.G.c	2.0 1.5 0.8	0	292	ʋ ɛ x
490	English	road	67	ʋeɪ	ʋ eɪ	104	6 7	AX	WE	3	3.W.C 3.E.V	2.0 1.5	0	292	ʋ eɪ -
#
491	German	root	68	vʊrt͡səl	v ʊ r t͡s ə l	106	3 7 5 2 7 5	AXMBYN	BYRCEL	4	4.B.C 4.Y.V 4.R.c 4.C.C 4.E.V 4.L.c	2.0 1.5 1.1 1.75 1.3 0.8	0	297	v ʊ r t͡s ə l
492	English	root	68	ruːt	r uː t	106	5 7 1	AXN	RYT	3	3.R.C 3.Y.V 3.T.c	2.0 1.5 0.8	0	296	r uː t
493	Danish	root	68	ʁoˀð	ʁ oˀ ð	106	5 7 3	AXN	RUD	1	1.R.C 1.U.V 1.D.c	2.0 1.5 0.8	0	296	ʁ oˀ ð
494	Swedish	root	68	roːt	r oː t	106	5 7 1	AXN	RUT	7	7.R.C 7.U.V 7.T.c	2.0 1.5 0.8	0	296	r oː t
495	Icelandic	root	68	rouːt	r ouː t	106	5 7 1	AXN	RUT	5	5.R.C 5.U.V 5.T.c	2.0 1.5 0.8	0	296	r ouː t
496	Dutch	root	68	ʋɔrtəl	ʋ ɔ r t ə l	106	6 7 5 1 7 5	AXMBYN	WURTEL	2	2.W.C 2.U.V 2.R.c 2.T.C 2.E.V 2.L.c	2.0 1.5 1.1 1.75 1.3 0.8	0	297	ʋ ɔ r t ə l
#
497	German	round	69	rʊnt	r ʊ n t	-108	5 7 4 1	AXLN	RYNT	4	4.R.C 4.Y.V 4.N.c 4.T.c	2.0 1.5 1.1 0.8	0	298	r ʊ n t
498	English	round	69	raʊnd	r aʊ n d	-108	5 7 4 1	AXLN	RANT	3	3.R.C 3.A.V 3.N.c 3.T.c	2.0 1.5 1.1 0.8	0	298	r aʊ n d
499	Danish	round	69	ʁɔnˀ	ʁ ɔ nˀ	-108	5 7 4	AXN	RUN	1	1.R.C 1.U.V 1.N.c	2.0 1.5 0.8	0	298	ʁ ɔ nˀ -
500	Swedish	round	69	runːd	r u nː d	-108	5 7 4 1	AXLN	RYNT	7	7.R.C 7.Y.V 7.N.c 7.T.c	2.0 1.5 1.1 0.8	0	298	r u nː d
501	Icelandic	round	69	kʰriŋlouʰtʏr	kʰ r i ŋ l ouʰ t ʏ r	107	1 5 7 4 5 7 1 7 5	ACXBCYBYN	KRINLUTYR	5	5.K.C 5.R.C 5.I.V 5.N.C 5.L.C 5.U.V 5.T.C 5.Y.V 5.R.c	2.0 1.5 1.5 1.75 1.5 1.3 1.75 1.3 0.8	0	302	kʰ r i ŋ l ouʰ t ʏ r
502	Dutch	round	69	rɔnt	r ɔ n t	-108	5 7 4 1	AXLN	RUNT	2	2.R.C 2.U.V 2.N.c 2.T.c	2.0 1.5 1.1 0.8	0	298	r ɔ n t
#
759	German	salt	104	zalt͡s	z a l t͡s	170	3 7 5 2	AXLN	SALC	4	4.S.C 4.A.V 4.L.c 4.C.c	2.0 1.5 1.1 0.8	0	303	z a l t͡s
760	English	salt	104	sɔːlt	s ɔː l t	170	3 7 5 1	AXLN	SULT	3	3.S.C 3.U.V 3.L.c 3.T.c	2.0 1.5 1.1 0.8	0	303	s ɔː l t
761	Danish	salt	104	salˀd	s a lˀ d	170	3 7 5 1	AXLN	SALT	1	1.S.C 1.A.V 1.L.c 1.T.c	2.0 1.5 1.1 0.8	0	303	s a lˀ d
762	Swedish	salt	104	salːt	s a lː t	170	3 7 5 1	AXLN	SALT	7	7.S.C 7.A.V 7.L.c 7.T.c	2.0 1.5 1.1 0.8	0	303	s a lː t
763	Icelandic	salt	104	sal̥t	s a l̥ t	170	3 7 5 1	AXLN	SALT	5	5.S.C 5.A.V 5.L.c 5.T.c	2.0 1.5 1.1 0.8	0	303	s a l̥ t
764	Dutch	salt	104	zɑut	z ɑu t	170	3 7 1	AXN	SAT	2	2.S.C 2.A.V 2.T.c	2.0 1.5 0.8	0	303	z ɑu - t
765	Norwegian	salt	104	sɑlt	s ɑ l t	170	3 7 5 1	AXLN	SALT	6	6.S.C 6.A.V 6.L.c 6.T.c	2.0 1.5 1.1 0.8	0	303	s ɑ l t
#
503	German	sand	70	zant	z a n t	109	3 7 4 1	AXLN	SANT	4	4.S.C 4.A.V 4.N.c 4.T.c	2.0 1.5 1.1 0.8	0	304	z a n t - -
504	English	sand	70	sænd	s æ n d	109	3 7 4 1	AXLN	SENT	3	3.S.C 3.E.V 3.N.c 3.T.c	2.0 1.5 1.1 0.8	0	304	s æ n d - -
505	Danish	sand	70	sanˀ	s a nˀ	109	3 7 4	AXN	SAN	1	1.S.C 1.A.V 1.N.c	2.0 1.5 0.8	0	304	s a nˀ - - -
506	Swedish	sand	70	sanːd	s a nː d	109	3 7 4 1	AXLN	SANT	7	7.S.C 7.A.V 7.N.c 7.T.c	2.0 1.5 1.1 0.8	0	304	s a nː d - -
507	Icelandic	sand	70	santʏr	s a n t ʏ r	109	3 7 4 1 7 5	AXMBYN	SANTYR	5	5.S.C 5.A.V 5.N.c 5.T.C 5.Y.V 5.R.c	2.0 1.5 1.1 1.75 1.3 0.8	0	304	s a n t ʏ r
508	Dutch	sand	70	zɑnt	z ɑ n t	109	3 7 4 1	AXLN	SANT	2	2.S.C 2.A.V 2.N.c 2.T.c	2.0 1.5 1.1 0.8	0	304	z ɑ n t - -
#
509	German	say (V)	71	zaːɡən	z aː ɡ ə n	110	3 7 1 7 4	AXBYN	SAKEN	4	4.S.C 4.A.V 4.K.C 4.E.V 4.N.c	2.0 1.5 1.75 1.3 0.8	0	308	z aː ɡ ə n
510	English	say (V)	71	seɪ	s eɪ	110	3 7	AX	SE	3	3.S.C 3.E.V	2.0 1.5	0	305	s eɪ
511	Danish	say (V)	71	siː	s iː	110	3 7	AX	SI	1	1.S.C 1.I.V	2.0 1.5	0	305	s iː
512	Swedish	say (V)	71	sɛja	s ɛ j a	110	3 7 6 7	AXBZ	SEJA	7	7.S.C 7.E.V 7.J.C 7.A.V	2.0 1.5 1.75 0.8	0	309	s ɛ j a
513	Icelandic	say (V)	71	seiːja	s eiː j a	110	3 7 6 7	AXBZ	SEJA	5	5.S.C 5.E.V 5.J.C 5.A.V	2.0 1.5 1.75 0.8	0	309	s eiː j a
514	Dutch	say (V)	71	zɛɣə	z ɛ ɣ ə	110	3 7 3 7	AXBZ	SEGE	2	2.S.C 2.E.V 2.G.C 2.E.V	2.0 1.5 1.75 0.8	0	306	z ɛ ɣ ə
515	Norwegian	say (V)	71	siː	s iː	110	3 7	AX	SI	6	6.S.C 6.I.V	2.0 1.5	0	305	s iː
#
516	German	see (V)	72	zeːən	z eːə n	111	3 7 4	AXN	SEN	4	4.S.C 4.E.V 4.N.c	2.0 1.5 0.8	0	310	z eːə n
517	English	see (V)	72	siː	s iː	111	3 7	AX	SI	3	3.S.C 3.I.V	2.0 1.5	0	310	s iː -
518	Danish	see (V)	72	seˀ	s eˀ	111	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	0	310	s eˀ -
519	Swedish	see (V)	72	seː	s eː	111	3 7	AX	SE	7	7.S.C 7.E.V	2.0 1.5	0	310	s eː -
520	Icelandic	see (V)	72	sjauː	s j auː	111	3 6 7	ACX	SJA	5	5.S.C 5.J.C 5.A.V	2.0 1.5 1.5	0	314	s j auː
521	Dutch	see (V)	72	ziːn	z iː n	111	3 7 4	AXN	SIN	2	2.S.C 2.I.V 2.N.c	2.0 1.5 0.8	0	310	z iː n
522	Norwegian	see (V)	72	seː	s eː	111	3 7	AX	SE	6	6.S.C 6.E.V	2.0 1.5	0	310	s eː -
#
523	German	seed	73	zaːmən	z aː m ə n	112	3 7 4 7 4	AXBYN	SAMEN	4	4.S.C 4.A.V 4.M.C 4.E.V 4.N.c	2.0 1.5 1.75 1.3 0.8	0	318	z aː m ə n
524	English	seed	73	siːd	s iː d	112	3 7 1	AXN	SIT	3	3.S.C 3.I.V 3.T.c	2.0 1.5 0.8	0	316	s iː d
525	Danish	seed	73	fʁœˀ	f ʁ œˀ	113	3 5 7	ACX	BRU	1	1.B.C 1.R.C 1.U.V	2.0 1.5 1.5	0	315	f ʁ œˀ
526	Swedish	seed	73	frøː	f r øː	113	3 5 7	ACX	BRU	7	7.B.C 7.R.C 7.U.V	2.0 1.5 1.5	0	315	f r øː
527	Icelandic	seed	73	fraiː	f r aiː	113	3 5 7	ACX	BRA	5	5.B.C 5.R.C 5.A.V	2.0 1.5 1.5	0	315	f r aiː
528	Dutch	seed	73	zaːt	z aː t	112	3 7 1	AXN	SAT	2	2.S.C 2.A.V 2.T.c	2.0 1.5 0.8	0	316	z aː t
529	Norwegian	seed	73	fɾøː	f ɾ øː	113	3 5 7	ACX	BRU	6	6.B.C 6.R.C 6.U.V	2.0 1.5 1.5	0	315	f ɾ øː
#
766	German	short	105	kʊrt͡s	k ʊ r t͡s	-172	1 7 5 2	AXLN	KYRC	4	4.K.C 4.Y.V 4.R.c 4.C.c	2.0 1.5 1.1 0.8	0	320	k ʊ r t͡s
767	English	short	105	ʃɔːrt	ʃ ɔː r t	172	3 7 5 1	AXLN	SURT	3	3.S.C 3.U.V 3.R.c 3.T.c	2.0 1.5 1.1 0.8	0	320	ʃ ɔː r t
768	Danish	short	105	kɒːd	k ɒː d	-172	1 7 1	AXN	KOT	1	1.K.C 1.O.V 1.T.c	2.0 1.5 0.8	0	319	k ɒː d
769	Swedish	short	105	kɔrt	k ɔ r t	-172	1 7 5 1	AXLN	KURT	7	7.K.C 7.U.V 7.R.c 7.T.c	2.0 1.5 1.1 0.8	0	320	k ɔ r t
770	Icelandic	short	105	stʏʰtʏr	s t ʏʰ t ʏ r	171	3 1 7 1 7 5	ACYBYN	STYTYR	5	5.S.C 5.T.C 5.Y.V 5.T.C 5.Y.V 5.R.c	2.0 1.5 1.3 1.75 1.3 0.8	0	323	s t ʏʰ t ʏ r
771	Dutch	short	105	kɔrt	k ɔ r t	-172	1 7 5 1	AXLN	KURT	2	2.K.C 2.U.V 2.R.c 2.T.c	2.0 1.5 1.1 0.8	0	320	k ɔ r t
772	Norwegian	short	105	kɔʈ	k ɔ ʈ	-172	1 7 1	AXN	KUT	6	6.K.C 6.U.V 6.T.c	2.0 1.5 0.8	0	319	k ɔ ʈ
#
530	German	sit (V)	74	zɪt͡sən	z ɪ t͡s ə n	114	3 7 2 7 4	AXBYN	SICEN	4	4.S.C 4.I.V 4.C.C 4.E.V 4.N.c	2.0 1.5 1.75 1.3 0.8	0	327	z ɪ t͡s ə n
531	English	sit (V)	74	sɪt	s ɪ t	114	3 7 1	AXN	SIT	3	3.S.C 3.I.V 3.T.c	2.0 1.5 0.8	0	324	s ɪ t - -
532	Danish	sit (V)	74	seðə	s e ð ə	114	3 7 3 7	AXBZ	SEDE	1	1.S.C 1.E.V 1.D.C 1.E.V	2.0 1.5 1.75 0.8	0	324	s e ð - ə
533	Swedish	sit (V)	74	sitːa	s i tː a	114	3 7 1 7	AXBZ	SITA	7	7.S.C 7.I.V 7.T.C 7.A.V	2.0 1.5 1.75 0.8	0	324	s i tː - a
534	Icelandic	sit (V)	74	sɪːtja	s ɪː t j a	114	3 7 1 6 7	AXBCZ	SITJA	5	5.S.C 5.I.V 5.T.C 5.J.C 5.A.V	2.0 1.5 1.75 1.5 0.8	0	324	s ɪː t j a
535	Dutch	sit (V)	74	zɪtə	z ɪ t ə	114	3 7 1 7	AXBZ	SITE	2	2.S.C 2.I.V 2.T.C 2.E.V	2.0 1.5 1.75 0.8	0	324	z ɪ t - ə
536	Norwegian	sit (V)	74	sitə	s i t ə	114	3 7 1 7	AXBZ	SITE	6	6.S.C 6.I.V 6.T.C 6.E.V	2.0 1.5 1.75 0.8	0	324	s i t - ə
#
537	German	skin	75	haut	h au t	116	3 7 1	AXN	HAT	4	4.H.C 4.A.V 4.T.c	2.0 1.5 0.8	0	328	h au t
538	English	skin	75	skɪn	s k ɪ n	-117	3 1 7 4	ACYN	SKIN	3	3.S.C 3.K.C 3.I.V 3.N.c	2.0 1.5 1.3 0.8	0	330	s k ɪ n
539	Danish	skin	75	huðˀ	h u ðˀ	116	3 7 3	AXN	HYD	1	1.H.C 1.Y.V 1.D.c	2.0 1.5 0.8	0	328	h u ðˀ
