# SIN
ID	Languages	Gloss	GlossId	Ortho	IPA	CogID
1129	Hangzhou	chopsticks	87	筷儿	kʰwᴇ⁴⁴⁵əl²¹³	1127
1130	Guangzhou	chopsticks	87	筷子	faj³³ʦi³⁵	818
1131	Nanchang	chopsticks	87	筷子	kʰwajuai²¹³ʦɿ⁰⁴	818
1132	Chengdu	chopsticks	87	筷子	kʰwajuai¹³ʦɿ⁵³	818
1133	Taiyuan	chopsticks	87	筷子	kʰwajuai⁴⁵ʦəʔ	818
1134	Shexian	chopsticks	87	筷	kʰwa³²⁴	477
1135	Beijing	chopsticks	87	筷子	kʰwajuai⁵¹ʦɿ¹	818
1136	Kunming	chopsticks	87	筷儿	kʰwə²¹²ə³¹	1127
1137	Shanghai	chopsticks	87	筷	kʰwe⁵³	477
1138	Shanghai	chopsticks	87	筷五	kʰwe⁵³ŋ̍¹³	357
1139	Shanghai	chopsticks	87	筷子	kʰwe⁵³ʦɿ³⁵	818
# 
1140	Changsha	spoon	88	瓢	pjawiau¹³	41
1141	Guixian	spoon	88	瓢儿	pʰjaoiao²¹ɚ⁵⁵	1127
1142	Guixian	spoon	88	瓢瓢	pʰjaoiao²¹pʰjaoiao⁵⁵	41
1143	Xiamen	spoon	88	汤匙	tʰŋ̍⁵⁵si³⁵	830
1144	Hefei	spoon	88	勺子	ʂwɐʔ⁵ʦə	1180
1145	Jinan	spoon	88	勺子	ʂɔ⁴²ʦɿ	1180
1146	Jinan	spoon	88	调羹	tʰjɔ⁴²kəŋ⁵⁵	85
1147	Guangzhou	spoon	88	匙羹	ʦʰi²¹kɐŋ⁵⁵	204
1148	Guangzhou	spoon	88	羹	kɐŋ⁵⁵	489
1149	Nanchang	spoon	88	勺子	sɔʔ²ʦɿ⁰²	1180
1150	Nanchang	spoon	88	瓢羹	pʰjɛwiɛu²⁴kjɛn⁰⁴	541
1151	Chengdu	spoon	88	调羹儿	tʰjawiau³¹kər⁵⁵	85
1152	Chengdu	spoon	88	瓢羹儿	pʰjawiau³¹kər⁵⁵	541
1153	Chengdu	spoon	88	瓢瓢	pʰjawiau³¹pʰjawiau³¹	41
1154	Taiyuan	spoon	88	调羹	tʰjawiau¹¹kəŋ¹¹	85
1155	Taiyuan	spoon	88	勺勺	saw¹¹saw¹¹	1127
1156	Taiyuan	spoon	88	勺子	saw¹¹ʦəʔ	1180
1157	Shexian	spoon	88	瓢	pʰjɔ⁴⁴	41
1158	Beijing	spoon	88	勺子	ʂɑw³⁵ʦɿ	1180
1159	Beijing	spoon	88	勺儿	ʂɑwr³⁵	1127
1160	Kunming	spoon	88	调羹	tʰjɔ³¹kə̃⁴⁴	85
1161	Kunming	spoon	88	勺	ʂo³¹	298
1162	Shanghai	spoon	88	勺子	zoʔ¹ʦɿ³⁵	1180
1163	Shanghai	spoon	88	抄	ʦʰɔ⁵³	236
# 
1164	Meixian	man	89	男儿人	nam¹¹meŋin¹¹	1006
1165	Changsha	man	89	男人	lan¹³ʐən¹³	1006
1166	Changsha	man	89	男的	lan¹³ti	1049
1167	Changsha	man	89	男人家	lan¹³ʐən¹³ka	1006
1168	Guixian	man	89	男的	lan²¹lɛ⁵⁵	1049
1169	Guixian	man	89	男生	lan²¹sen⁵⁵	400
1170	Xiamen	man	89	丈夫	ta²²pɔ	64
1171	Xiamen	man	89	男的	lam³⁵e	1049
1172	Hefei	man	89	男的	læ̃⁵⁵tjəʔ	1049
1173	Hefei	man	89	老的们	lɔ²⁴tjəʔmən	1158
1174	Jinan	man	89	男人	nã⁴²ʐẽ⁴²	1006
1175	Jinan	man	89	男的	nã⁴²ti	1049
1176	Jinan	man	89	爷们儿	jə⁴²mer	594
1177	Hangzhou	man	89	男人家	nᴇ̃²¹³zen²¹³ʨjɑ³³	1006
1178	Guangzhou	man	89	男人	nam²¹jɐn²¹	1006
1179	Nanchang	man	89	男个	lan⁴⁵ko⁰⁴	1114
1180	Nanchang	man	89	男客火里	lan⁴⁵kʰɑʔ⁰⁴fo⁰⁴li⁰⁴	53
1181	Chengdu	man	89	男人	nan³¹zən³¹	1006
1182	Chengdu	man	89	男的	nan³¹ni⁵⁵	1049
1183	Chengdu	man	89	男人家	nan³¹zən³¹ʨja⁵⁵	1006
1184	Taiyuan	man	89	男的	næ̃¹¹təʔ	1049
1185	Taiyuan	man	89	男人家	næ̃¹¹zəŋ¹¹ʨja¹¹	1006
1186	Shexian	man	89	官客	kwɛ³¹kʰɛʔ²¹	349
1187	Shexian	man	89	官唉	kwɛ³¹ɛ	504
1188	Shexian	man	89	官客家	kwɛ³¹kʰɛʔ²¹ka	349
1189	Shexian	man	89	男人家	lɛ⁴⁴jʌ̃⁴⁴ka	1006
1190	Beijing	man	89	爷们儿	jɛ³⁵mər³	594
1191	Beijing	man	89	男人	nan³⁵ʐən	1006
1192	Beijing	man	89	男的	nan³⁵tə³	1049
1193	Kunming	man	89	男呢	nᴀ̃³¹nə⁴⁴	321
1194	Shanghai	man	89	男人	nø¹³ȵiŋ¹³	1006
# 
1195	Meixian	woman	90	妇人家	fu⁵³ŋin¹¹ka⁴⁴	930
1196	Changsha	woman	90	女人	ȵy⁴¹ʐən¹³	485
1197	Changsha	woman	90	女的	ȵy⁴¹ti	792
1198	Changsha	woman	90	堂客们	tan¹³kʰə²⁴mən	642
1199	Guixian	woman	90	女的	li⁴²lɛ	792
1200	Guixian	woman	90	女生	li⁴²sen⁵⁵	767
1201	Xiamen	woman	90	查某	ʦa³⁵bɔ	844
1202	Xiamen	woman	90	女的	lu⁵³e	792
1203	Hefei	woman	90	女的	zy²⁴tjəʔ	792
1204	Hefei	woman	90	奶奶们	lᴇ²⁴lᴇmən	398
1205	Jinan	woman	90	女人	ȵy⁵⁵ʐẽ⁴²	485
1206	Jinan	woman	90	女的	ȵy⁵⁵ti	792
1207	Jinan	woman	90	娘们儿	ȵjaŋ⁴²mer	461
1208	Hangzhou	woman	90	女人家	ny⁵³zen²¹³ʨjɑ³³	485
1209	Guangzhou	woman	90	女人	nøɥ²³jɐn²¹	485
1210	Nanchang	woman	90	女个	ȵy²¹³ko⁰⁴	508
1211	Nanchang	woman	90	女客火里	ȵy²¹³kʰɑʔ⁰⁴fo⁰⁴li⁰⁴	53
1212	Chengdu	woman	90	女人	ȵy⁵³zən³¹	485
1213	Chengdu	woman	90	女的	ȵy⁵³ni	792
1214	Chengdu	woman	90	女人家	ȵy⁵³zən³¹ʨja⁵⁵	485
1215	Taiyuan	woman	90	女的	ny⁵³təʔ	792
1216	Taiyuan	woman	90	女人家	ny⁵³zəŋ¹¹ʨja¹¹	485
1217	Taiyuan	woman	90	娘们家	njɒ̃¹¹məŋ¹¹ʨja¹¹	461
1218	Shexian	woman	90	堂客	tʰa⁴⁴kʰɛʔ²¹	642
1219	Shexian	woman	90	女人家	ny³⁵jʌ̃⁴⁴ka	485
1220	Beijing	woman	90	女人	ny²¹⁴ʐən³⁵	485
1221	Beijing	woman	90	女的	ny²¹⁴tə⁴	792
1222	Beijing	woman	90	娘们	njɑ̃³⁵mə³	461
1223	Kunming	woman	90	女呢	ni⁵³nə⁴⁴	746
1224	Shanghai	woman	90	女人	ȵy¹³ȵiŋ¹³	485
# 
1225	Meixian	boy	91	细阿哥儿	se⁵³a⁴⁴ko⁴⁴e	1095
1226	Changsha	boy	91	伢子	ŋa¹³ʦɿ	1084
1227	Guixian	boy	91	男娃娃	lan²¹wa²¹wa⁵⁵	747
1228	Guixian	boy	91	小男生	ɕjaoiao⁴²lan²¹sen⁵⁵	400
1229	Xiamen	boy	91	丈夫囝仔	ta²²pɔ⁵⁵kin⁵³na⁵³	227
1230	Hefei	boy	91	小厮	ɕjɔ²⁴sɿ	172
1231	Jinan	boy	91	小子	ɕjɔ⁵⁵ʦɿ	562
1232	Jinan	boy	91	小小儿	ɕjɔ⁵⁵ɕjɔr⁵⁵	172
1233	Hangzhou	boy	91	男伢儿	nᴇ̃²¹³ɦjɑ²¹³əl²¹³	409
1234	Guangzhou	boy	91	男仔	nam²¹ʦɐj³⁵	1097
1235	Nanchang	boy	91	男崽子	lan⁴⁵ʦaj⁰⁴ʦɿ⁰⁴	670
1236	Nanchang	boy	91	崽立子	ʦaj²¹³liʔ⁰⁴ʦɿ⁰⁴	269
1237	Chengdu	boy	91	男娃子	nan³¹wa³¹ʦɿ⁵³	747
1238	Taiyuan	boy	91	男娃娃	næ̃¹¹va¹¹va¹¹	747
1239	Taiyuan	boy	91	小子家	ɕjawiau⁵³ʦəʔʨja¹¹	562
1240	Taiyuan	boy	91	小后生	ɕjawiau⁵³xəw⁴⁵səŋ¹¹	391
1241	Shexian	boy	91	小家	sjɔ³⁵ka	562
1242	Shexian	boy	91	小	sjɔ	172
1243	Shexian	boy	91	小鬼蒂	sjɔ³⁵kwe³⁵ti³²⁴	90
1244	Beijing	boy	91	男孩儿	nan³⁵xar	324
1245	Beijing	boy	91	小子	ɕjɑwiɑu²¹⁴ʦɿ⁴	562
1246	Kunming	boy	91	男娃娃	nᴀ̃³¹wᴀ³¹wᴀ³¹	747
1247	Kunming	boy	91	伙子	xo⁵³ʦɿ⁴⁴	858
1248	Kunming	boy	91	儿子	ə³¹ʦɿ⁵³	1127
1249	Shanghai	boy	91	男小囡	nø¹³ɕjɔ³⁵nø¹³	632
# 
1250	Meixian	girl	92	细妹儿	se⁵³moj⁵³je	910
1251	Changsha	girl	92	妹子	mej¹¹ʦɿ	866
1252	Guixian	girl	92	女娃娃	li⁴²wa²¹wa⁵⁵	747
1253	Guixian	girl	92	女娃儿	li⁴²wa²¹ɚ⁵⁵	520
1254	Guixian	girl	92	小姑娘	ɕjaoiao⁴²ku⁵⁵ljaŋ⁵⁵	461
1255	Xiamen	girl	92	查某囝仔	ʦa³⁵bɔ⁵³kin⁵³na⁵³	844
1256	Hefei	girl	92	丫头	ja²¹tʰɯ	913
1257	Jinan	girl	92	闺女	kwejuei²¹³ȵy	119
1258	Jinan	girl	92	妮儿	njer²¹³	1127
1259	Hangzhou	girl	92	女伢儿	ny⁵³ɦjɑ²¹³əl²¹³	520
1260	Hangzhou	girl	92	姑娘儿	ku³³njɑŋ²¹³əl²¹³	461
1261	Guangzhou	girl	92	女仔	nøɥ²³ʦɐj³⁵	494
1262	Nanchang	girl	92	女崽子	ȵy²¹³ʦaj⁰⁴ʦɿ⁰⁴	420
1263	Chengdu	girl	92	女娃子	ȵy⁵³wa³¹ʦɿ	372
1264	Chengdu	girl	92	妹儿	mər¹³	1127
1265	Taiyuan	girl	92	女娃娃	ny⁵³va¹¹va¹¹	747
1266	Taiyuan	girl	92	闺女	kwejuei¹¹ny⁵³	119
1267	Taiyuan	girl	92	姑娘	ku¹¹njɒ̃¹¹	461
1268	Shexian	girl	92	女家	ny³⁵ka	485
1269	Shexian	girl	92	妮家	ni⁴⁴ka	310
1270	Shexian	girl	92	女囡	ny³⁵mɛ	624
1271	Shexian	girl	92	女	ny³⁵	202
1272	Beijing	girl	92	女孩儿	ny²¹⁴xar	520
1273	Beijing	girl	92	丫头	ja⁵⁵tʰow²	913
1274	Kunming	girl	92	女娃娃	ni⁵³wᴀ³¹wᴀ³¹	747
1275	Kunming	girl	92	姑娘	ku⁴⁴njᴀ̃⁴⁴	461
1276	Shanghai	girl	92	女小囡	ȵy¹³ɕjɔ³⁵nø¹³	624
# 
1277	Meixian	old man	93	老阿伯	law³¹a⁴⁴pak¹	464
1278	Changsha	old man	93	老倌子	law⁴¹kõ³³ʦɿ	594
1279	Guixian	old man	93	老者	la⁴²ʦej⁴²	334
1280	Xiamen	old man	93	老伙仔	law²²he⁵³ja⁵³	343
1281	Hefei	old man	93	老头子	lɔ²⁴tʰɯ⁵⁵ʦə	594
1282	Jinan	old man	93	老头儿	lɔ⁵⁵tʰowr⁴²	1058
1283	Jinan	old man	93	老头子	lɔ⁵⁵tʰow⁴²ʦɿ	594
1284	Hangzhou	old man	93	老头儿	lɔ⁵³dej²¹³əl²¹³	1058
1285	Guangzhou	old man	93	老坑	low²³haŋ⁵⁵	769
1286	Guangzhou	old man	93	伯父	pak³fu²²	464
1287	Nanchang	old man	93	老头子	lɑw²¹³tʰɛw²⁴ʦɿ⁰⁴	594
1288	Chengdu	old man	93	老头儿	naw⁵³tʰər³¹	1058
1289	Chengdu	old man	93	老汉儿	naw⁵³xər¹³	353
1290	Chengdu	old man	93	老头子	naw⁵³tʰəw³¹ʦɿ⁵³	594
1291	Taiyuan	old man	93	老汉汉	law⁵³xæ̃⁴⁵xæ̃⁴⁵	353
1292	Taiyuan	old man	93	老屄头子	law⁵³pi¹¹tʰəw¹¹ʦəʔ	110
1293	Shexian	old man	93	老头子	lɔ³⁵tʰju⁴⁴ʦɿ	594
1294	Shexian	old man	93	老人家	lɔ³⁵jʌ̃⁴⁴ka³¹	791
1295	Beijing	old man	93	老头儿	lɑw²¹⁴tʰowr³⁵	1058
1296	Kunming	old man	93	老倌儿	lɔ⁵³kwə⁴⁴	350
1297	Shanghai	old man	93	老公公	lɔ¹³koŋ⁵³koŋ⁵³	902
1298	Shanghai	old man	93	老头子	lɔ¹³dɤ¹³ʦɿ³⁵	594
# 
1299	Meixian	doctor	94	医生	i⁴⁴sen⁴⁴	822
1300	Changsha	doctor	94	医生	i³³sən³³	822
1301	Changsha	doctor	94	郎中	lan¹³t͡ʂoŋ³³	998
1302	Guixian	doctor	94	医生	i⁵⁵sen⁵⁵	822
1303	Guixian	doctor	94	医师	i⁵⁵sɿ⁵⁵	1040
1304	Guixian	doctor	94	先生	ɕjan⁵⁵sen⁵⁵	200
1305	Xiamen	doctor	94	医生	i⁵⁵siŋ⁵⁵	822
1306	Xiamen	doctor	94	先生	sjan⁵⁵sĩ⁵⁵	200
1307	Hefei	doctor	94	医生	zɿ²¹sən	822
1308	Jinan	doctor	94	大夫	tɛ²¹fu	35
1309	Jinan	doctor	94	先生	ɕjã²¹³ʂəŋ	200
1310	Hangzhou	doctor	94	医生	ʔi³³sen³³	822
1311	Hangzhou	doctor	94	郞中	lɑŋ²¹³ʦoŋ³³	176
1312	Guangzhou	doctor	94	医生	ji⁵⁵sɐŋ⁵⁵	822
1313	Nanchang	doctor	94	医生	i⁴²sɛn⁴²	822
1314	Nanchang	doctor	94	郎中	lɔŋ⁴⁵ʦuŋ⁴²	998
1315	Chengdu	doctor	94	医生	i⁵⁵sən⁵⁵	822
1316	Taiyuan	doctor	94	先生	ɕje¹¹səŋ¹¹	200
1317	Taiyuan	doctor	94	医生	i¹¹səŋ¹¹	822
1318	Taiyuan	doctor	94	大夫	taj⁵³fu¹¹	35
1319	Shexian	doctor	94	先生	se³¹sɛ	200
1320	Shexian	doctor	94	郎中	la⁴⁴ʦʌ̃³¹	998
1321	Beijing	doctor	94	医生	i⁵⁵ʂəŋ²	822
1322	Beijing	doctor	94	大夫	taj⁵¹fu¹	35
1323	Kunming	doctor	94	医生	i⁴⁴sə̃⁴⁴	822
1324	Shanghai	doctor	94	医生	i⁵³sã⁵³	822
# 
1325	Meixian	cook	95	厨师	ʦʰu¹¹sɿ⁴⁴	523
1326	Meixian	cook	95	伙头	fo³¹tʰew¹¹	69
1327	Meixian	cook	95	徛镬师傅	kʰi⁴⁴vok⁵sɿ⁴⁴fu⁵³	137
1328	Changsha	cook	95	厨房师傅	ʨy¹³fan¹³sɿ³³fu	527
1329	Changsha	cook	95	大师傅	taj¹¹sɿ³³fu	710
1330	Guixian	cook	95	厨子	ʦʰu²¹ʦɿ⁴²	523
1331	Xiamen	cook	95	厨子师	tɔ³⁵ʦi⁵³saj	523
1332	Hefei	cook	95	厨子	tʰu⁵⁵ʦə	523
1333	Jinan	cook	95	厨师	t͡ʂʰu⁴²ʂʅ²¹³	523
1334	Hangzhou	cook	95	厨房师傅	ʣy²¹³vɑŋ²¹³sɿ³³vu¹³	527
1335	Guangzhou	cook	95	候镬	hɐw²²wɔk²	565
1336	Nanchang	cook	95	大师傅	tʰaj²¹sɿ⁴²fu⁰²	710
1337	Chengdu	cook	95	厨师	ʦʰu³¹sɿ⁵⁵	523
1338	Chengdu	cook	95	大师傅	ta¹³sɿ⁵⁵fu¹³	710
1339	Chengdu	cook	95	掌灶的	ʦaŋ⁵³ʦaw¹³ni⁵⁵	79
1340	Chengdu	cook	95	掌瓢的	ʦaŋ⁵³pʰjawiau³¹ni⁵⁵	1033
1341	Taiyuan	cook	95	做饭的	ʦwəʔ²fæ̃⁴⁵təʔ	521
1342	Taiyuan	cook	95	厨子	ʦʰu¹¹ʦəʔ	523
1343	Taiyuan	cook	95	大师傅	ta⁴⁵sɿ¹¹fu⁴⁵	710
1344	Taiyuan	cook	95	二师傅	ər⁴⁵sɿ¹¹fu⁴⁵	1189
1345	Shexian	cook	95	伙头	xo³⁵tʰju	69
1346	Shexian	cook	95	伙头师傅	xo³⁵tʰju⁴⁴sɿ³¹fu³⁵	256
1347	Beijing	cook	95	大师傅	ta⁵¹ʂʅ¹fu¹	710
1348	Beijing	cook	95	厨子	t͡ʂʰu³⁵ʦɿ³	523
1349	Kunming	cook	95	厨子	t͡ʂʰu³¹ʦɿ⁵³	523
1350	Shanghai	cook	95	厨师	zɿ¹³sɿ⁵³	523
1351	Shanghai	cook	95	烧饭司务	sɔ⁵³ve¹³sɿ⁵³vu¹³	828
# 
1352	Meixian	beggar	96	告化儿	kaw⁵³fa⁵³ve	811
1353	Changsha	beggar	96	告化子	kaw⁵⁵fa⁵⁵ʦɿ	992
1354	Guixian	beggar	96	叫化子	ʨjaoiao²¹³xwa²¹³ʦɿ⁴²	363
1355	Guixian	beggar	96	要饭的	jaoiao²¹³fan²¹³lɛ⁵⁵	376
1356	Xiamen	beggar	96	乞食	kʰit³²ʦjaʔ⁵	263
1357	Hefei	beggar	96	叫花子	ʨjɔ⁵³xwa²¹ʦə	794
1358	Jinan	beggar	96	要饭的	jɔ²¹fã²¹ti	376
1359	Jinan	beggar	96	叫花子	ʨjɔ²¹xwaʦɿ	794
1360	Hangzhou	beggar	96	叫化子	ʨjɔ⁴⁴⁵hwɑ⁴⁴⁵ʦɿ⁵³	363
1361	Guangzhou	beggar	96	乞儿	hɐt⁵ji²¹	1127
1362	Nanchang	beggar	96	教化子	kɑw⁴⁵fɑ⁰⁴ʦɿ⁰⁴	276
1363	Chengdu	beggar	96	叫花子	ʨjawiau¹³xwa⁵⁵ʦɿ⁵³	794
1364	Chengdu	beggar	96	要饭的	jawiau¹³fan¹³ni⁵⁵	376
1365	Chengdu	beggar	96	讨口子	tʰaw⁵³kʰəw⁵³ʦɿ⁵³	607
1366	Taiyuan	beggar	96	讨吃吃	tʰaw⁵³ʦʰəʔ²ʦʰəʔ²	387
1367	Taiyuan	beggar	96	要饭的	jawiau⁴⁵fæ̃⁴⁵təʔ	376
1368	Taiyuan	beggar	96	叫花子	ʨjawiau⁴⁵xwa¹¹ʦəʔ	794
1369	Shexian	beggar	96	讨饭唉	tʰɔ³⁵fɛ²²ɛ	673
1370	Beijing	beggar	96	要饭的	jɑwiɑu⁵¹fan⁵¹tə¹	376
1371	Beijing	beggar	96	叫花子	ʨjɑwiɑu⁵¹xwa⁵⁵ʦɿ²	794
1372	Kunming	beggar	96	花子	xwᴀ⁴⁴ʦɿ⁵³	794
1373	Kunming	beggar	96	要饭呢	jɔ²¹²fᴀ̃²¹²nə⁴⁴	22
1374	Shanghai	beggar	96	叫化子	kɔ³⁵ho³⁵ʦɿ³⁵	363
# 
1375	Meixian	nurse	97	保姆	paw³¹me⁴⁴	378
1376	Changsha	nurse	97	女工	ȵy⁴¹koŋ³³	1026
1377	Changsha	nurse	97	保姆	paw⁴¹mo⁴¹	378
1378	Guixian	nurse	97	保姆	pa⁴²mu⁴²	378
1379	Xiamen	nurse	97	保姆	po⁵³bu	378
1380	Xiamen	nurse	97	倩的	ʦʰjã²¹e	921
1381	Hefei	nurse	97	帮工的	pɑ̃²¹kəŋ²¹tjəʔ	1144
1382	Jinan	nurse	97	保姆	pɔ⁵⁵mu⁵⁵	378
1383	Jinan	nurse	97	老妈子	lɔ⁵⁵ma²¹³ʦɿ	594
1384	Hangzhou	nurse	97	保姆	pɔ⁵³mu⁵³	378
1385	Hangzhou	nurse	97	阿姨	ʔɑ³³i²¹³	1147
1386	Guangzhou	nurse	97	工人	koŋ⁵³jɐn²¹	593
1387	Guangzhou	nurse	97	保姆	pow³⁵mow²³	378
1388	Nanchang	nurse	97	寄娘	ʨi⁴⁵ȵjɔŋ⁰⁴	461
1389	Nanchang	nurse	97	保姆	pɑw²¹³mu²¹³	378
1390	Chengdu	nurse	97	保姆	paw⁵³mu⁵³	378
1391	Chengdu	nurse	97	奶妈儿	naj⁵³mər⁵⁵	765
1392	Chengdu	nurse	97	奶妈子	naj⁵³ma⁵⁵ʦɿ⁵³	398
1393	Taiyuan	nurse	97	保姆	paw⁵³mu⁵³	378
1394	Shexian	nurse	97	奶姆	na³⁵m̩³⁵	398
1395	Shexian	nurse	97	帮人家唉	pɔ³¹jʌ̃⁴⁴ka³¹ɛ	1055
1396	Beijing	nurse	97	保姆	pɑw²¹⁴mu²¹⁴	378
1397	Beijing	nurse	97	老妈子	lɑw²¹⁴ma⁵⁵ʦɿ²	594
1398	Kunming	nurse	97	保姆	pɔ⁵³mu⁵³	378
1399	Shanghai	nurse	97	娘姨	ȵjã¹³ɦi¹³	461
1400	Shanghai	nurse	97	保姆	pɔ³⁵mu¹³	378
# 
1401	Meixian	become sick	98	发病	pot¹pʰjaŋ⁵³	50
1402	Changsha	become sick	98	病哒	pin¹¹ta	345
1403	Guixian	become sick	98	生病了	sen⁵⁵pin²¹³əw²¹³	141
1404	Guixian	become sick	98	不舒服	pu²¹su⁵⁵fu²¹	404
1405	Xiamen	become sick	98	破病	pʰwa²¹pĩ²²	130
1406	Xiamen	become sick	98	艰苦	kan⁵⁵kʰɔ⁵³	1029
1407	Hefei	become sick	98	不好过	pəʔ⁵xɔ²⁴kʊ⁵³	579
1408	Hefei	become sick	98	不伸坦	pəʔ⁵t͡ʂʰən²¹tʰæ̃	754
1409	Jinan	become sick	98	长病	t͡ʂaŋ⁵⁵piŋ²¹	871
1410	Jinan	become sick	98	病唡	piŋ⁴²lja	355
1411	Jinan	become sick	98	不熨贴	pu²¹³ytʰjə	839
1412	Jinan	become sick	98	不舒坦	pu²¹³ʂu²¹³tʰã	990
1413	Jinan	become sick	98	不好	pu²¹³xɔ	579
1414	Hangzhou	become sick	98	生病得	sen³³bin¹³tə	144
1415	Guangzhou	become sick	98	病咗	pɛŋ²²ʦɔ³⁵	379
1416	Guangzhou	become sick	98	唔自然	m̩²¹ʦi²²jin²¹	5
1417	Nanchang	become sick	98	病了	pʰjɑŋ²¹ljɛwiɛu⁰²	141
1418	Chengdu	become sick	98	病了	pin¹³no⁵³	141
1419	Chengdu	become sick	98	不舒服了	pu³¹su⁵⁵fu³¹no⁵³	404
1420	Chengdu	become sick	98	不安逸了	pu³¹ŋan⁵⁵i¹³no⁵³	969
1421	Taiyuan	become sick	98	病咧	pi⁴⁵lje⁵³	328
1422	Shexian	become sick	98	害病	xɛ²²pʰjʌ̃	622
1423	Shexian	become sick	98	不好过	pu²¹xɔ³⁵ko	579
1424	Beijing	become sick	98	病了	piŋ⁵¹lə¹	141
1425	Kunming	become sick	98	病了	pĩ²¹²lə⁵³	141
1426	Kunming	become sick	98	不好了	pu³¹xɔ⁵³lə⁵³	579
1427	Shanghai	become sick	98	生病	sã⁵³biŋ¹³	144
# 
1428	Meixian	catch a cold	99	伤风	soŋ⁴⁴fuŋ⁴⁴	240
1429	Changsha	catch a cold	99	感冒	kan⁴¹maw⁵⁵	224
1430	Changsha	catch a cold	99	伤风	ʂan³³xoŋ³³	240
1431	Guixian	catch a cold	99	凉倒	ljaŋ²¹ta⁴²	105
1432	Guixian	catch a cold	99	感冒	kan⁴²ma²¹³	224
1433	Xiamen	catch a cold	99	寒着	kwã³⁵tjoʔ	628
1434	Xiamen	catch a cold	99	感冒	kam⁵³mɔ²²	224
1435	Hefei	catch a cold	99	伤风	ʂɑ̃²¹fəŋ²¹	240
1436	Hefei	catch a cold	99	感冒	kæ̃²⁴mɔ⁵³	224
1437	Jinan	catch a cold	99	受凉	ʂow²¹ljaŋ⁴²	302
1438	Jinan	catch a cold	99	凉着唡	ljaŋ⁴²t͡ʂɔlja	164
1439	Jinan	catch a cold	99	伤风	ʂaŋ²¹³fəŋ²¹³	240
1440	Jinan	catch a cold	99	感冒	kã⁵⁵mɔ²¹	224
1441	Hangzhou	catch a cold	99	伤风	sɥɑŋ³³foŋ³³	240
1442	Hangzhou	catch a cold	99	感冒	kᴇ̃⁵³mɔ¹³	224
1443	Guangzhou	catch a cold	99	伤风	sœŋ⁵⁵foŋ⁵⁵	240
1444	Guangzhou	catch a cold	99	感冒	kɐm³⁵mow²²	224
1445	Nanchang	catch a cold	99	伤风	sɔŋ⁴²fuŋ⁴²	240
1446	Nanchang	catch a cold	99	感冒	kɵn²¹³mɑw²¹	224
1447	Chengdu	catch a cold	99	伤风	saŋ⁵⁵foŋ⁵⁵	240
1448	Chengdu	catch a cold	99	凉了	njaŋ³¹no⁵³	105
1449	Taiyuan	catch a cold	99	拍住咧	pʰjəʔ²ʦu⁴⁵lje⁵³	88
1450	Taiyuan	catch a cold	99	受凉咧	səw⁴⁵ljɒ̃¹¹lje⁵³	302
1451	Taiyuan	catch a cold	99	受风咧	səw⁴⁵fəŋ¹¹lje⁵³	757
1452	Taiyuan	catch a cold	99	感冒咧	kæ̃⁵³maw⁴⁵lje⁵³	224
1453	Shexian	catch a cold	99	伤风	ɕja³¹fʌ̃³¹	240
1454	Beijing	catch a cold	99	伤风	ʂɑŋ⁵⁵fəŋ⁵⁵	240
1455	Beijing	catch a cold	99	着凉	t͡ʂɑw³⁵ljɑŋ³⁵	164
1456	Kunming	catch a cold	99	伤风	ʂᴀ̃⁴⁴foŋ⁴⁴	240
1457	Kunming	catch a cold	99	冷着了	lə̃⁵³t͡ʂo³¹lə⁵³	354
1458	Shanghai	catch a cold	99	伤风	sɑ̃⁵³foŋ⁵³	240
1459	Shanghai	catch a cold	99	感冒	kø³⁵mɔ¹³	224
# 
1460	Meixian	humpback	102	驼背儿	tʰo¹¹poj⁵³je	174
1461	Changsha	humpback	102	驼子	to¹³ʦɿ	174
1462	Guixian	humpback	102	驼子	tʰo²¹ʦɿ⁴²	174
1463	Hefei	humpback	102	驼子	tʰʊ⁵⁵ʦə	174
1464	Jinan	humpback	102	锅腰子	kwə²¹³jɔʦɿ	203
1465	Jinan	humpback	102	罗锅儿	lwə⁴²kwər²¹³	1041
1466	Jinan	humpback	102	罗锅腰	lwə⁴²kuəiɔ²¹³	465
1467	Hangzhou	humpback	102	驼背佬儿	do²¹³pej⁴⁴⁵lɔ⁵³əl²¹³	174
1468	Guangzhou	humpback	102	驼背	tʰɔ²¹pwi³³	174
1469	Nanchang	humpback	102	驼子	tʰo²⁴ʦɿ⁰⁴	174
1470	Chengdu	humpback	102	驼背子	tʰo³¹pej¹³ʦɿ⁵³	174
1471	Taiyuan	humpback	102	背锅锅	pej¹¹kwɤ¹¹kwɤ¹¹	415
1472	Shexian	humpback	102	驼背	tʰo⁴⁴pɛ	174
1473	Beijing	humpback	102	罗锅儿	lwo³⁵kwor⁵⁵	1041
1474	Kunming	humpback	102	背锅	pej⁴⁴ko⁴⁴	415
1475	Shanghai	humpback	102	驼子	du¹³ʦɿ³⁵	174
# 
1476	Meixian	die	103	死撇了	si³¹pʰet¹le	1000
1477	Changsha	die	103	死咖哒	sɿ⁴¹kata	742
1478	Changsha	die	103	过咖哒委婉语	ko⁵⁵kata	824
1479	Changsha	die	103	瓜咖哒	kwa³³kata	900
1480	Changsha	die	103	弹咖哒	tan¹³kata	613
